,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,AI_mean,AI_std,AD_mean,AD_std,AG_mean,AG_std,inp_fid_mean,inp_fid_std,faithfulness_mean,faithfulness_std,sparseness_mean,sparseness_std,complexity_mean,complexity_std,iou_mean,iou_std,m1,m2
0,81.3193668528864,8.054959218966669,82.68299592667896,7.462012857215608,81.32709113607991,8.048796321240802,81.0272571452968,8.33115397497659,81.32709113607991,8.048796321240804,76.0,11.886292551392295,86.6541822721598,12.955583781175156,74.98975830078125,6.861967040632712,1.7245757727883757,2.162528259539104,64.20945930480957,13.10880288312473,82.66222305297852,14.125759162503384,0.0043943814222075165,0.0035859268510521625,0.6844436705112458,0.022865202223918576,12.007482051849365,0.09906179427025297,0.19740304350852966,0.0717528053499815,results/hubert/overlap/saliency,gbp
1,81.31936685288642,8.054959218966667,82.68299592667894,7.462012857215608,81.3270911360799,8.048796321240802,81.0272571452968,8.33115397497659,81.3270911360799,8.048796321240804,76.0,11.886292551392295,86.6541822721598,12.955583781175156,76.55571060180664,7.70094782913618,1.4951473703363414,2.169917302325798,64.86939760092098,12.110495713181932,82.45658404032389,13.776400798976905,0.005220014396916624,0.003846604704974779,0.6336210573712985,0.06311224153630225,12.162573178609213,0.17975681276373617,0.03639341278758366,0.07791884565981412,results/hubert/overlap/gbp,ig
2,81.3193668528864,8.054959218966667,82.68299592667897,7.462012857215608,81.32709113607991,8.048796321240802,81.02725714529682,8.33115397497659,81.32709113607991,8.048796321240804,75.99999999999999,11.886292551392293,86.6541822721598,12.955583781175156,76.17590849134658,7.935159929284926,1.5279426991905896,2.1907825997394506,63.974288511562335,12.31173923294185,82.47507493760851,13.669070859965226,0.0047351119048075025,0.003621347893645237,0.628003834022416,0.07073113450067739,12.171482668982613,0.20317258621929524,0.026482203915171944,0.06531896619420899,results/hubert/overlap/gbp,ggc
3,81.3193668528864,8.054959218966667,82.68299592667894,7.462012857215608,81.3270911360799,8.048796321240802,81.0272571452968,8.33115397497659,81.3270911360799,8.048796321240804,76.00000000000001,11.886292551392293,86.6541822721598,12.955583781175154,76.47242908477783,7.73254909932984,1.4843527801805663,2.115152231480799,64.17856998483525,12.15784890023347,82.38522911071777,13.561925951835624,0.00580956331800483,0.004269150215962811,0.6350636305908363,0.07485892935320826,12.144485441843669,0.22109989038205913,0.020151438280542302,0.057621326048750074,results/hubert/overlap/ig,ggc
4,81.3193668528864,8.054959218966669,82.68299592667894,7.462012857215609,81.32709113607989,8.048796321240802,81.0272571452968,8.33115397497659,81.3270911360799,8.048796321240804,76.0,11.886292551392293,86.6541822721598,12.955583781175159,76.62578680855887,7.53353303881387,1.4804068436370474,2.1394399037718532,65.22630538296016,11.904637392034445,82.43955394199916,13.874891149564382,0.005034087065023117,0.0037098556730524373,0.6339842792068209,0.05869093309412606,12.163850021362304,0.1678424130385608,0.03136830767699783,0.07318151492280965,results/hubert/overlap/gbp,shap
5,81.3193668528864,8.054959218966669,82.68299592667894,7.462012857215608,81.32709113607989,8.048796321240802,81.02725714529682,8.33115397497659,81.32709113607989,8.048796321240804,76.0,11.886292551392295,86.6541822721598,12.955583781175156,76.99099922180176,6.9424096139450375,1.4045970737150204,1.9134611424787977,66.72524428151453,11.695289790156059,82.47793045043946,14.048558753339858,0.006187934251857614,0.0038950065531606387,0.6619799047708511,0.029319359207492145,12.087934112548828,0.11218965477561964,0.09968670675880276,0.11010488558274875,results/hubert/overlap/saliency,ig
6,81.31936685288642,8.054959218966669,82.68299592667896,7.462012857215608,81.3270911360799,8.048796321240802,81.0272571452968,8.331153974976589,81.3270911360799,8.048796321240804,76.00000000000001,11.886292551392295,86.6541822721598,12.955583781175156,76.45198623657227,7.8230185425164365,1.497197480581921,2.1781703806296244,64.4241551717308,12.165390080398511,82.44386039733887,13.667654356912172,0.005197876089639874,0.003996046529213865,0.6326704570651054,0.06863429970530706,12.158402910232544,0.1972245244186928,0.02397701753361616,0.062421319243071545,results/hubert/overlap/ig,shap
7,81.3193668528864,8.054959218966669,82.68299592667896,7.462012857215608,81.32709113607991,8.048796321240802,81.0272571452968,8.33115397497659,81.32709113607991,8.048796321240804,76.0,11.886292551392295,86.6541822721598,12.955583781175156,77.33822174072266,6.860710845640492,1.312029863761658,1.7395015908072085,64.88671538721724,11.729667649331477,82.47025451660156,13.545035952192844,0.005304349983376064,0.003572258824590578,0.6162704490125179,0.0678299946890962,12.21216390132904,0.18516472596914177,0.05036034819495398,0.09216662425045115,results/hubert/overlap/saliency,smoothgrad
8,81.31936685288642,8.054959218966667,82.68299592667896,7.462012857215608,81.3270911360799,8.048796321240802,81.0272571452968,8.33115397497659,81.32709113607991,8.048796321240804,76.0,11.886292551392295,86.6541822721598,12.955583781175156,76.39698222233699,7.77530257845946,1.5275092535048027,2.1122069032807955,63.5697133581472,12.436739610589637,82.3748660160945,13.408644188485924,0.005708314993462882,0.004146093260907463,0.6251729598412147,0.07997434355188437,12.171077031355638,0.2322573457758379,0.01861404222805644,0.05561635569405902,results/hubert/overlap/shap,smoothgrad
9,81.31936685288642,8.054959218966669,82.68299592667896,7.462012857215609,81.32709113607989,8.0487963212408,81.0272571452968,8.33115397497659,81.3270911360799,8.048796321240804,76.0,11.886292551392295,86.6541822721598,12.955583781175156,76.01284927368164,7.842463252514868,1.584811617495801,2.2761819542485324,63.983748225301134,12.395960229938312,82.49331466674805,13.710135224530498,0.004612167036186594,0.0036145252138732667,0.6317240244150162,0.06866614925422512,12.164591941833496,0.19539888261553534,0.04336999964201823,0.08362725589461918,results/hubert/overlap/saliency,ggc
